ciudad,calle,fecha,hora,ruta_imagen,num_vehiculos,nivel_trafico,temperatura,lluvia,litros_m2,laborable,franja_horaria
Madrid,Princesa - Serrano Jover,2025-10-25,1900-01-01 21:57:00,D:\UE\2025-2026\Primer Cuatri\Proyecto Comp I\imagenesTrafico\Princesa_-_Serrano_Jover_2025-10-25_21-57-33.jpg,4,Bajo,17.0,No,0.0,No laborable,Noche
Madrid,Alonso Martínez,2025-10-25,1900-01-01 21:57:00,D:\UE\2025-2026\Primer Cuatri\Proyecto Comp I\imagenesTrafico\Alonso_Mart_nez_2025-10-25_21-57-34.jpg,11,Medio,17.0,No,0.0,No laborable,Noche
Madrid,Cibeles 1,2025-10-25,1900-01-01 21:57:00,D:\UE\2025-2026\Primer Cuatri\Proyecto Comp I\imagenesTrafico\Cibeles_1_2025-10-25_21-57-34.jpg,10,Medio,17.0,No,0.0,No laborable,Noche
Madrid,Alcalá - Velázquez,2025-10-25,1900-01-01 21:57:00,D:\UE\2025-2026\Primer Cuatri\Proyecto Comp I\imagenesTrafico\Alcal__-_Vel_zquez_2025-10-25_21-57-35.jpg,10,Medio,17.0,No,0.0,No laborable,Noche
Madrid,Pº Castellana - S. Delgado,2025-10-25,1900-01-01 21:57:00,D:\UE\2025-2026\Primer Cuatri\Proyecto Comp I\imagenesTrafico\P__Castellana_-_S._Delgado_2025-10-25_21-57-35.jpg,3,Bajo,17.0,No,0.0,No laborable,Noche
Madrid,Av. de América - F. Silvela,2025-10-25,1900-01-01 21:57:00,D:\UE\2025-2026\Primer Cuatri\Proyecto Comp I\imagenesTrafico\Av._de_Am_rica_-_F._Silvela_2025-10-25_21-57-35.jpg,9,Medio,17.0,No,0.0,No laborable,Noche
Madrid,Callao / Gran Vía,2025-10-25,1900-01-01 21:57:00,D:\UE\2025-2026\Primer Cuatri\Proyecto Comp I\imagenesTrafico\Callao___Gran_V_a_2025-10-25_21-57-36.jpg,5,Bajo,17.0,No,0.0,No laborable,Noche
Madrid,Cuatro Caminos,2025-10-25,1900-01-01 21:57:00,D:\UE\2025-2026\Primer Cuatri\Proyecto Comp I\imagenesTrafico\Cuatro_Caminos_2025-10-25_21-57-36.jpg,15,Medio,17.0,No,0.0,No laborable,Noche
Madrid,Pº del Prado - Huertas,2025-10-25,1900-01-01 21:57:00,D:\UE\2025-2026\Primer Cuatri\Proyecto Comp I\imagenesTrafico\P__del_Prado_-_Huertas_2025-10-25_21-57-37.jpg,1,Bajo,17.0,No,0.0,No laborable,Noche
Madrid,Plaza de Castilla (Norte),2025-10-25,1900-01-01 21:57:00,D:\UE\2025-2026\Primer Cuatri\Proyecto Comp I\imagenesTrafico\Plaza_de_Castilla_(Norte)_2025-10-25_21-57-37.jpg,0,Bajo,17.0,No,0.0,No laborable,Noche
Madrid,Princesa - Serrano Jover,2025-10-25,1900-01-01 22:15:00,D:\UE\2025-2026\Primer Cuatri\Proyecto Comp I\imagenesTrafico\Princesa_-_Serrano_Jover_2025-10-25_22-15-00.jpg,2,Bajo,16.8,No,0.0,No laborable,Noche
Madrid,Alonso Martínez,2025-10-25,1900-01-01 22:15:00,D:\UE\2025-2026\Primer Cuatri\Proyecto Comp I\imagenesTrafico\Alonso_Mart_nez_2025-10-25_22-15-00.jpg,9,Medio,16.8,No,0.0,No laborable,Noche
Madrid,Cibeles 1,2025-10-25,1900-01-01 22:15:00,D:\UE\2025-2026\Primer Cuatri\Proyecto Comp I\imagenesTrafico\Cibeles_1_2025-10-25_22-15-01.jpg,12,Medio,16.8,No,0.0,No laborable,Noche
Madrid,Alcalá - Velázquez,2025-10-25,1900-01-01 22:15:00,D:\UE\2025-2026\Primer Cuatri\Proyecto Comp I\imagenesTrafico\Alcal__-_Vel_zquez_2025-10-25_22-15-01.jpg,11,Medio,16.8,No,0.0,No laborable,Noche
Madrid,Pº Castellana - S. Delgado,2025-10-25,1900-01-01 22:15:00,D:\UE\2025-2026\Primer Cuatri\Proyecto Comp I\imagenesTrafico\P__Castellana_-_S._Delgado_2025-10-25_22-15-01.jpg,1,Bajo,16.8,No,0.0,No laborable,Noche
Madrid,Av. de América - F. Silvela,2025-10-25,1900-01-01 22:15:00,D:\UE\2025-2026\Primer Cuatri\Proyecto Comp I\imagenesTrafico\Av._de_Am_rica_-_F._Silvela_2025-10-25_22-15-02.jpg,7,Medio,16.8,No,0.0,No laborable,Noche
Madrid,Callao / Gran Vía,2025-10-25,1900-01-01 22:15:00,D:\UE\2025-2026\Primer Cuatri\Proyecto Comp I\imagenesTrafico\Callao___Gran_V_a_2025-10-25_22-15-03.jpg,5,Bajo,16.8,No,0.0,No laborable,Noche
Madrid,Cuatro Caminos,2025-10-25,1900-01-01 22:15:00,D:\UE\2025-2026\Primer Cuatri\Proyecto Comp I\imagenesTrafico\Cuatro_Caminos_2025-10-25_22-15-03.jpg,6,Medio,16.8,No,0.0,No laborable,Noche
Madrid,Pº del Prado - Huertas,2025-10-25,1900-01-01 22:15:00,D:\UE\2025-2026\Primer Cuatri\Proyecto Comp I\imagenesTrafico\P__del_Prado_-_Huertas_2025-10-25_22-15-03.jpg,7,Medio,16.8,No,0.0,No laborable,Noche
Madrid,Plaza de Castilla (Norte),2025-10-25,1900-01-01 22:15:00,D:\UE\2025-2026\Primer Cuatri\Proyecto Comp I\imagenesTrafico\Plaza_de_Castilla_(Norte)_2025-10-25_22-15-04.jpg,2,Bajo,16.8,No,0.0,No laborable,Noche
Madrid,Princesa - Serrano Jover,2025-10-25,1900-01-01 22:30:00,D:\UE\2025-2026\Primer Cuatri\Proyecto Comp I\imagenesTrafico\Princesa_-_Serrano_Jover_2025-10-25_22-30-00.jpg,2,Bajo,16.6,No,0.0,No laborable,Noche
Madrid,Alonso Martínez,2025-10-25,1900-01-01 22:30:00,D:\UE\2025-2026\Primer Cuatri\Proyecto Comp I\imagenesTrafico\Alonso_Mart_nez_2025-10-25_22-30-00.jpg,6,Medio,16.6,No,0.0,No laborable,Noche
Madrid,Cibeles 1,2025-10-25,1900-01-01 22:30:00,D:\UE\2025-2026\Primer Cuatri\Proyecto Comp I\imagenesTrafico\Cibeles_1_2025-10-25_22-30-01.jpg,12,Medio,16.6,No,0.0,No laborable,Noche
Madrid,Alcalá - Velázquez,2025-10-25,1900-01-01 22:30:00,D:\UE\2025-2026\Primer Cuatri\Proyecto Comp I\imagenesTrafico\Alcal__-_Vel_zquez_2025-10-25_22-30-01.jpg,9,Medio,16.6,No,0.0,No laborable,Noche
Madrid,Pº Castellana - S. Delgado,2025-10-25,1900-01-01 22:30:00,D:\UE\2025-2026\Primer Cuatri\Proyecto Comp I\imagenesTrafico\P__Castellana_-_S._Delgado_2025-10-25_22-30-02.jpg,1,Bajo,16.6,No,0.0,No laborable,Noche
Madrid,Av. de América - F. Silvela,2025-10-25,1900-01-01 22:30:00,D:\UE\2025-2026\Primer Cuatri\Proyecto Comp I\imagenesTrafico\Av._de_Am_rica_-_F._Silvela_2025-10-25_22-30-02.jpg,6,Medio,16.6,No,0.0,No laborable,Noche
Madrid,Callao / Gran Vía,2025-10-25,1900-01-01 22:30:00,D:\UE\2025-2026\Primer Cuatri\Proyecto Comp I\imagenesTrafico\Callao___Gran_V_a_2025-10-25_22-30-03.jpg,6,Medio,16.6,No,0.0,No laborable,Noche
Madrid,Cuatro Caminos,2025-10-25,1900-01-01 22:30:00,D:\UE\2025-2026\Primer Cuatri\Proyecto Comp I\imagenesTrafico\Cuatro_Caminos_2025-10-25_22-30-03.jpg,7,Medio,16.6,No,0.0,No laborable,Noche
Madrid,Pº del Prado - Huertas,2025-10-25,1900-01-01 22:30:00,D:\UE\2025-2026\Primer Cuatri\Proyecto Comp I\imagenesTrafico\P__del_Prado_-_Huertas_2025-10-25_22-30-03.jpg,0,Bajo,16.6,No,0.0,No laborable,Noche
Madrid,Plaza de Castilla (Norte),2025-10-25,1900-01-01 22:30:00,D:\UE\2025-2026\Primer Cuatri\Proyecto Comp I\imagenesTrafico\Plaza_de_Castilla_(Norte)_2025-10-25_22-30-04.jpg,0,Bajo,16.6,No,0.0,No laborable,Noche
Madrid,Princesa - Serrano Jover,2025-10-25,1900-01-01 22:45:00,D:\UE\2025-2026\Primer Cuatri\Proyecto Comp I\imagenesTrafico\Princesa_-_Serrano_Jover_2025-10-25_22-45-00.jpg,1,Bajo,16.5,No,0.0,No laborable,Noche
Madrid,Alonso Martínez,2025-10-25,1900-01-01 22:45:00,D:\UE\2025-2026\Primer Cuatri\Proyecto Comp I\imagenesTrafico\Alonso_Mart_nez_2025-10-25_22-45-01.jpg,6,Medio,16.5,No,0.0,No laborable,Noche
Madrid,Cibeles 1,2025-10-25,1900-01-01 22:45:00,D:\UE\2025-2026\Primer Cuatri\Proyecto Comp I\imagenesTrafico\Cibeles_1_2025-10-25_22-45-01.jpg,16,Elevado,16.5,No,0.0,No laborable,Noche
Madrid,Alcalá - Velázquez,2025-10-25,1900-01-01 22:45:00,D:\UE\2025-2026\Primer Cuatri\Proyecto Comp I\imagenesTrafico\Alcal__-_Vel_zquez_2025-10-25_22-45-02.jpg,8,Medio,16.5,No,0.0,No laborable,Noche
Madrid,Pº Castellana - S. Delgado,2025-10-25,1900-01-01 22:45:00,D:\UE\2025-2026\Primer Cuatri\Proyecto Comp I\imagenesTrafico\P__Castellana_-_S._Delgado_2025-10-25_22-45-02.jpg,1,Bajo,16.5,No,0.0,No laborable,Noche
Madrid,Av. de América - F. Silvela,2025-10-25,1900-01-01 22:45:00,D:\UE\2025-2026\Primer Cuatri\Proyecto Comp I\imagenesTrafico\Av._de_Am_rica_-_F._Silvela_2025-10-25_22-45-03.jpg,10,Medio,16.5,No,0.0,No laborable,Noche
Madrid,Callao / Gran Vía,2025-10-25,1900-01-01 22:45:00,D:\UE\2025-2026\Primer Cuatri\Proyecto Comp I\imagenesTrafico\Callao___Gran_V_a_2025-10-25_22-45-03.jpg,8,Medio,16.5,No,0.0,No laborable,Noche
Madrid,Cuatro Caminos,2025-10-25,1900-01-01 22:45:00,D:\UE\2025-2026\Primer Cuatri\Proyecto Comp I\imagenesTrafico\Cuatro_Caminos_2025-10-25_22-45-03.jpg,9,Medio,16.5,No,0.0,No laborable,Noche
Madrid,Pº del Prado - Huertas,2025-10-25,1900-01-01 22:45:00,D:\UE\2025-2026\Primer Cuatri\Proyecto Comp I\imagenesTrafico\P__del_Prado_-_Huertas_2025-10-25_22-45-04.jpg,0,Bajo,16.5,No,0.0,No laborable,Noche
Madrid,Plaza de Castilla (Norte),2025-10-25,1900-01-01 22:45:00,D:\UE\2025-2026\Primer Cuatri\Proyecto Comp I\imagenesTrafico\Plaza_de_Castilla_(Norte)_2025-10-25_22-45-04.jpg,2,Bajo,16.5,No,0.0,No laborable,Noche
Madrid,Princesa - Serrano Jover,2025-10-25,1900-01-01 23:00:00,D:\UE\2025-2026\Primer Cuatri\Proyecto Comp I\imagenesTrafico\Princesa_-_Serrano_Jover_2025-10-25_23-00-00.jpg,1,Bajo,16.5,No,0.0,No laborable,Noche
Madrid,Alonso Martínez,2025-10-25,1900-01-01 23:00:00,D:\UE\2025-2026\Primer Cuatri\Proyecto Comp I\imagenesTrafico\Alonso_Mart_nez_2025-10-25_23-00-00.jpg,5,Bajo,16.5,No,0.0,No laborable,Noche
Madrid,Cibeles 1,2025-10-25,1900-01-01 23:00:00,D:\UE\2025-2026\Primer Cuatri\Proyecto Comp I\imagenesTrafico\Cibeles_1_2025-10-25_23-00-00.jpg,15,Medio,16.5,No,0.0,No laborable,Noche
Madrid,Alcalá - Velázquez,2025-10-25,1900-01-01 23:00:00,D:\UE\2025-2026\Primer Cuatri\Proyecto Comp I\imagenesTrafico\Alcal__-_Vel_zquez_2025-10-25_23-00-01.jpg,8,Medio,16.5,No,0.0,No laborable,Noche
Madrid,Pº Castellana - S. Delgado,2025-10-25,1900-01-01 23:00:00,D:\UE\2025-2026\Primer Cuatri\Proyecto Comp I\imagenesTrafico\P__Castellana_-_S._Delgado_2025-10-25_23-00-01.jpg,1,Bajo,16.5,No,0.0,No laborable,Noche
Madrid,Av. de América - F. Silvela,2025-10-25,1900-01-01 23:00:00,D:\UE\2025-2026\Primer Cuatri\Proyecto Comp I\imagenesTrafico\Av._de_Am_rica_-_F._Silvela_2025-10-25_23-00-02.jpg,3,Bajo,16.5,No,0.0,No laborable,Noche
Madrid,Callao / Gran Vía,2025-10-25,1900-01-01 23:00:00,D:\UE\2025-2026\Primer Cuatri\Proyecto Comp I\imagenesTrafico\Callao___Gran_V_a_2025-10-25_23-00-02.jpg,6,Medio,16.5,No,0.0,No laborable,Noche
Madrid,Cuatro Caminos,2025-10-25,1900-01-01 23:00:00,D:\UE\2025-2026\Primer Cuatri\Proyecto Comp I\imagenesTrafico\Cuatro_Caminos_2025-10-25_23-00-03.jpg,7,Medio,16.5,No,0.0,No laborable,Noche
Madrid,Pº del Prado - Huertas,2025-10-25,1900-01-01 23:00:00,D:\UE\2025-2026\Primer Cuatri\Proyecto Comp I\imagenesTrafico\P__del_Prado_-_Huertas_2025-10-25_23-00-03.jpg,0,Bajo,16.5,No,0.0,No laborable,Noche
Madrid,Plaza de Castilla (Norte),2025-10-25,1900-01-01 23:00:00,D:\UE\2025-2026\Primer Cuatri\Proyecto Comp I\imagenesTrafico\Plaza_de_Castilla_(Norte)_2025-10-25_23-00-04.jpg,3,Bajo,16.5,No,0.0,No laborable,Noche
Madrid,Princesa - Serrano Jover,2025-10-25,1900-01-01 23:15:00,D:\UE\2025-2026\Primer Cuatri\Proyecto Comp I\imagenesTrafico\Princesa_-_Serrano_Jover_2025-10-25_23-15-00.jpg,1,Bajo,16.4,No,0.0,No laborable,Noche
Madrid,Alonso Martínez,2025-10-25,1900-01-01 23:15:00,D:\UE\2025-2026\Primer Cuatri\Proyecto Comp I\imagenesTrafico\Alonso_Mart_nez_2025-10-25_23-15-01.jpg,8,Medio,16.4,No,0.0,No laborable,Noche
Madrid,Cibeles 1,2025-10-25,1900-01-01 23:15:00,D:\UE\2025-2026\Primer Cuatri\Proyecto Comp I\imagenesTrafico\Cibeles_1_2025-10-25_23-15-01.jpg,15,Medio,16.4,No,0.0,No laborable,Noche
Madrid,Alcalá - Velázquez,2025-10-25,1900-01-01 23:15:00,D:\UE\2025-2026\Primer Cuatri\Proyecto Comp I\imagenesTrafico\Alcal__-_Vel_zquez_2025-10-25_23-15-01.jpg,6,Medio,16.4,No,0.0,No laborable,Noche
Madrid,Pº Castellana - S. Delgado,2025-10-25,1900-01-01 23:15:00,D:\UE\2025-2026\Primer Cuatri\Proyecto Comp I\imagenesTrafico\P__Castellana_-_S._Delgado_2025-10-25_23-15-02.jpg,0,Bajo,16.4,No,0.0,No laborable,Noche
Madrid,Av. de América - F. Silvela,2025-10-25,1900-01-01 23:15:00,D:\UE\2025-2026\Primer Cuatri\Proyecto Comp I\imagenesTrafico\Av._de_Am_rica_-_F._Silvela_2025-10-25_23-15-02.jpg,3,Bajo,16.4,No,0.0,No laborable,Noche
Madrid,Callao / Gran Vía,2025-10-25,1900-01-01 23:15:00,D:\UE\2025-2026\Primer Cuatri\Proyecto Comp I\imagenesTrafico\Callao___Gran_V_a_2025-10-25_23-15-03.jpg,6,Medio,16.4,No,0.0,No laborable,Noche
Madrid,Cuatro Caminos,2025-10-25,1900-01-01 23:15:00,D:\UE\2025-2026\Primer Cuatri\Proyecto Comp I\imagenesTrafico\Cuatro_Caminos_2025-10-25_23-15-03.jpg,16,Elevado,16.4,No,0.0,No laborable,Noche
Madrid,Pº del Prado - Huertas,2025-10-25,1900-01-01 23:15:00,D:\UE\2025-2026\Primer Cuatri\Proyecto Comp I\imagenesTrafico\P__del_Prado_-_Huertas_2025-10-25_23-15-04.jpg,0,Bajo,16.4,No,0.0,No laborable,Noche
Madrid,Plaza de Castilla (Norte),2025-10-25,1900-01-01 23:15:00,D:\UE\2025-2026\Primer Cuatri\Proyecto Comp I\imagenesTrafico\Plaza_de_Castilla_(Norte)_2025-10-25_23-15-04.jpg,4,Bajo,16.4,No,0.0,No laborable,Noche
Madrid,Princesa - Serrano Jover,2025-10-25,1900-01-01 23:30:00,D:\UE\2025-2026\Primer Cuatri\Proyecto Comp I\imagenesTrafico\Princesa_-_Serrano_Jover_2025-10-25_23-30-00.jpg,1,Bajo,16.2,No,0.0,No laborable,Noche
Madrid,Alonso Martínez,2025-10-25,1900-01-01 23:30:00,D:\UE\2025-2026\Primer Cuatri\Proyecto Comp I\imagenesTrafico\Alonso_Mart_nez_2025-10-25_23-30-01.jpg,8,Medio,16.2,No,0.0,No laborable,Noche
Madrid,Cibeles 1,2025-10-25,1900-01-01 23:30:00,D:\UE\2025-2026\Primer Cuatri\Proyecto Comp I\imagenesTrafico\Cibeles_1_2025-10-25_23-30-01.jpg,13,Medio,16.2,No,0.0,No laborable,Noche
Madrid,Alcalá - Velázquez,2025-10-25,1900-01-01 23:30:00,D:\UE\2025-2026\Primer Cuatri\Proyecto Comp I\imagenesTrafico\Alcal__-_Vel_zquez_2025-10-25_23-30-02.jpg,4,Bajo,16.2,No,0.0,No laborable,Noche
Madrid,Pº Castellana - S. Delgado,2025-10-25,1900-01-01 23:30:00,D:\UE\2025-2026\Primer Cuatri\Proyecto Comp I\imagenesTrafico\P__Castellana_-_S._Delgado_2025-10-25_23-30-02.jpg,0,Bajo,16.2,No,0.0,No laborable,Noche
Madrid,Av. de América - F. Silvela,2025-10-25,1900-01-01 23:30:00,D:\UE\2025-2026\Primer Cuatri\Proyecto Comp I\imagenesTrafico\Av._de_Am_rica_-_F._Silvela_2025-10-25_23-30-02.jpg,1,Bajo,16.2,No,0.0,No laborable,Noche
Madrid,Callao / Gran Vía,2025-10-25,1900-01-01 23:30:00,D:\UE\2025-2026\Primer Cuatri\Proyecto Comp I\imagenesTrafico\Callao___Gran_V_a_2025-10-25_23-30-03.jpg,8,Medio,16.2,No,0.0,No laborable,Noche
Madrid,Cuatro Caminos,2025-10-25,1900-01-01 23:30:00,D:\UE\2025-2026\Primer Cuatri\Proyecto Comp I\imagenesTrafico\Cuatro_Caminos_2025-10-25_23-30-03.jpg,7,Medio,16.2,No,0.0,No laborable,Noche
Madrid,Pº del Prado - Huertas,2025-10-25,1900-01-01 23:30:00,D:\UE\2025-2026\Primer Cuatri\Proyecto Comp I\imagenesTrafico\P__del_Prado_-_Huertas_2025-10-25_23-30-04.jpg,1,Bajo,16.2,No,0.0,No laborable,Noche
Madrid,Plaza de Castilla (Norte),2025-10-25,1900-01-01 23:30:00,D:\UE\2025-2026\Primer Cuatri\Proyecto Comp I\imagenesTrafico\Plaza_de_Castilla_(Norte)_2025-10-25_23-30-04.jpg,4,Bajo,16.2,No,0.0,No laborable,Noche
Madrid,Princesa - Serrano Jover,2025-10-25,1900-01-01 23:45:00,D:\UE\2025-2026\Primer Cuatri\Proyecto Comp I\imagenesTrafico\Princesa_-_Serrano_Jover_2025-10-25_23-45-00.jpg,3,Bajo,16.2,No,0.0,No laborable,Noche
Madrid,Alonso Martínez,2025-10-25,1900-01-01 23:45:00,D:\UE\2025-2026\Primer Cuatri\Proyecto Comp I\imagenesTrafico\Alonso_Mart_nez_2025-10-25_23-45-01.jpg,7,Medio,16.2,No,0.0,No laborable,Noche
Madrid,Cibeles 1,2025-10-25,1900-01-01 23:45:00,D:\UE\2025-2026\Primer Cuatri\Proyecto Comp I\imagenesTrafico\Cibeles_1_2025-10-25_23-45-02.jpg,13,Medio,16.2,No,0.0,No laborable,Noche
Madrid,Alcalá - Velázquez,2025-10-25,1900-01-01 23:45:00,D:\UE\2025-2026\Primer Cuatri\Proyecto Comp I\imagenesTrafico\Alcal__-_Vel_zquez_2025-10-25_23-45-02.jpg,4,Bajo,16.2,No,0.0,No laborable,Noche
Madrid,Pº Castellana - S. Delgado,2025-10-25,1900-01-01 23:45:00,D:\UE\2025-2026\Primer Cuatri\Proyecto Comp I\imagenesTrafico\P__Castellana_-_S._Delgado_2025-10-25_23-45-02.jpg,7,Medio,16.2,No,0.0,No laborable,Noche
Madrid,Av. de América - F. Silvela,2025-10-25,1900-01-01 23:45:00,D:\UE\2025-2026\Primer Cuatri\Proyecto Comp I\imagenesTrafico\Av._de_Am_rica_-_F._Silvela_2025-10-25_23-45-03.jpg,3,Bajo,16.2,No,0.0,No laborable,Noche
Madrid,Callao / Gran Vía,2025-10-25,1900-01-01 23:45:00,D:\UE\2025-2026\Primer Cuatri\Proyecto Comp I\imagenesTrafico\Callao___Gran_V_a_2025-10-25_23-45-03.jpg,8,Medio,16.2,No,0.0,No laborable,Noche
Madrid,Cuatro Caminos,2025-10-25,1900-01-01 23:45:00,D:\UE\2025-2026\Primer Cuatri\Proyecto Comp I\imagenesTrafico\Cuatro_Caminos_2025-10-25_23-45-04.jpg,5,Bajo,16.2,No,0.0,No laborable,Noche
Madrid,Pº del Prado - Huertas,2025-10-25,1900-01-01 23:45:00,D:\UE\2025-2026\Primer Cuatri\Proyecto Comp I\imagenesTrafico\P__del_Prado_-_Huertas_2025-10-25_23-45-04.jpg,3,Bajo,16.2,No,0.0,No laborable,Noche
Madrid,Plaza de Castilla (Norte),2025-10-25,1900-01-01 23:45:00,D:\UE\2025-2026\Primer Cuatri\Proyecto Comp I\imagenesTrafico\Plaza_de_Castilla_(Norte)_2025-10-25_23-45-04.jpg,1,Bajo,16.2,No,0.0,No laborable,Noche
Madrid,Princesa - Serrano Jover,2025-10-26,1900-01-01 00:00:00,D:\UE\2025-2026\Primer Cuatri\Proyecto Comp I\imagenesTrafico\Princesa_-_Serrano_Jover_2025-10-26_00-00-00.jpg,3,Bajo,15.6,No,0.0,No laborable,Noche
Madrid,Alonso Martínez,2025-10-26,1900-01-01 00:00:00,D:\UE\2025-2026\Primer Cuatri\Proyecto Comp I\imagenesTrafico\Alonso_Mart_nez_2025-10-26_00-00-00.jpg,7,Medio,15.6,No,0.0,No laborable,Noche
Madrid,Cibeles 1,2025-10-26,1900-01-01 00:00:00,D:\UE\2025-2026\Primer Cuatri\Proyecto Comp I\imagenesTrafico\Cibeles_1_2025-10-26_00-00-01.jpg,15,Medio,15.6,No,0.0,No laborable,Noche
Madrid,Alcalá - Velázquez,2025-10-26,1900-01-01 00:00:00,D:\UE\2025-2026\Primer Cuatri\Proyecto Comp I\imagenesTrafico\Alcal__-_Vel_zquez_2025-10-26_00-00-01.jpg,6,Medio,15.6,No,0.0,No laborable,Noche
Madrid,Pº Castellana - S. Delgado,2025-10-26,1900-01-01 00:00:00,D:\UE\2025-2026\Primer Cuatri\Proyecto Comp I\imagenesTrafico\P__Castellana_-_S._Delgado_2025-10-26_00-00-01.jpg,7,Medio,15.6,No,0.0,No laborable,Noche
Madrid,Av. de América - F. Silvela,2025-10-26,1900-01-01 00:00:00,D:\UE\2025-2026\Primer Cuatri\Proyecto Comp I\imagenesTrafico\Av._de_Am_rica_-_F._Silvela_2025-10-26_00-00-02.jpg,2,Bajo,15.6,No,0.0,No laborable,Noche
Madrid,Callao / Gran Vía,2025-10-26,1900-01-01 00:00:00,D:\UE\2025-2026\Primer Cuatri\Proyecto Comp I\imagenesTrafico\Callao___Gran_V_a_2025-10-26_00-00-02.jpg,7,Medio,15.6,No,0.0,No laborable,Noche
Madrid,Cuatro Caminos,2025-10-26,1900-01-01 00:00:00,D:\UE\2025-2026\Primer Cuatri\Proyecto Comp I\imagenesTrafico\Cuatro_Caminos_2025-10-26_00-00-03.jpg,6,Medio,15.6,No,0.0,No laborable,Noche
Madrid,Pº del Prado - Huertas,2025-10-26,1900-01-01 00:00:00,D:\UE\2025-2026\Primer Cuatri\Proyecto Comp I\imagenesTrafico\P__del_Prado_-_Huertas_2025-10-26_00-00-03.jpg,3,Bajo,15.6,No,0.0,No laborable,Noche
Madrid,Plaza de Castilla (Norte),2025-10-26,1900-01-01 00:00:00,D:\UE\2025-2026\Primer Cuatri\Proyecto Comp I\imagenesTrafico\Plaza_de_Castilla_(Norte)_2025-10-26_00-00-04.jpg,2,Bajo,15.6,No,0.0,No laborable,Noche
Madrid,Princesa - Serrano Jover,2025-10-26,1900-01-01 00:15:00,D:\UE\2025-2026\Primer Cuatri\Proyecto Comp I\imagenesTrafico\Princesa_-_Serrano_Jover_2025-10-26_00-15-00.jpg,2,Bajo,15.6,No,0.0,No laborable,Noche
Madrid,Alonso Martínez,2025-10-26,1900-01-01 00:15:00,D:\UE\2025-2026\Primer Cuatri\Proyecto Comp I\imagenesTrafico\Alonso_Mart_nez_2025-10-26_00-15-00.jpg,4,Bajo,15.6,No,0.0,No laborable,Noche
Madrid,Cibeles 1,2025-10-26,1900-01-01 00:15:00,D:\UE\2025-2026\Primer Cuatri\Proyecto Comp I\imagenesTrafico\Cibeles_1_2025-10-26_00-15-01.jpg,15,Medio,15.6,No,0.0,No laborable,Noche
Madrid,Alcalá - Velázquez,2025-10-26,1900-01-01 00:15:00,D:\UE\2025-2026\Primer Cuatri\Proyecto Comp I\imagenesTrafico\Alcal__-_Vel_zquez_2025-10-26_00-15-01.jpg,10,Medio,15.6,No,0.0,No laborable,Noche
Madrid,Pº Castellana - S. Delgado,2025-10-26,1900-01-01 00:15:00,D:\UE\2025-2026\Primer Cuatri\Proyecto Comp I\imagenesTrafico\P__Castellana_-_S._Delgado_2025-10-26_00-15-02.jpg,0,Bajo,15.6,No,0.0,No laborable,Noche
Madrid,Av. de América - F. Silvela,2025-10-26,1900-01-01 00:15:00,D:\UE\2025-2026\Primer Cuatri\Proyecto Comp I\imagenesTrafico\Av._de_Am_rica_-_F._Silvela_2025-10-26_00-15-02.jpg,2,Bajo,15.6,No,0.0,No laborable,Noche
Madrid,Callao / Gran Vía,2025-10-26,1900-01-01 00:15:00,D:\UE\2025-2026\Primer Cuatri\Proyecto Comp I\imagenesTrafico\Callao___Gran_V_a_2025-10-26_00-15-03.jpg,7,Medio,15.6,No,0.0,No laborable,Noche
Madrid,Cuatro Caminos,2025-10-26,1900-01-01 00:15:00,D:\UE\2025-2026\Primer Cuatri\Proyecto Comp I\imagenesTrafico\Cuatro_Caminos_2025-10-26_00-15-03.jpg,9,Medio,15.6,No,0.0,No laborable,Noche
Madrid,Pº del Prado - Huertas,2025-10-26,1900-01-01 00:15:00,D:\UE\2025-2026\Primer Cuatri\Proyecto Comp I\imagenesTrafico\P__del_Prado_-_Huertas_2025-10-26_00-15-03.jpg,0,Bajo,15.6,No,0.0,No laborable,Noche
Madrid,Plaza de Castilla (Norte),2025-10-26,1900-01-01 00:15:00,D:\UE\2025-2026\Primer Cuatri\Proyecto Comp I\imagenesTrafico\Plaza_de_Castilla_(Norte)_2025-10-26_00-15-04.jpg,5,Bajo,15.6,No,0.0,No laborable,Noche
Madrid,Princesa - Serrano Jover,2025-10-26,1900-01-01 00:30:00,D:\UE\2025-2026\Primer Cuatri\Proyecto Comp I\imagenesTrafico\Princesa_-_Serrano_Jover_2025-10-26_00-30-00.jpg,2,Bajo,15.4,No,0.0,No laborable,Noche
Madrid,Alonso Martínez,2025-10-26,1900-01-01 00:30:00,D:\UE\2025-2026\Primer Cuatri\Proyecto Comp I\imagenesTrafico\Alonso_Mart_nez_2025-10-26_00-30-01.jpg,4,Bajo,15.4,No,0.0,No laborable,Noche
Madrid,Cibeles 1,2025-10-26,1900-01-01 00:30:00,D:\UE\2025-2026\Primer Cuatri\Proyecto Comp I\imagenesTrafico\Cibeles_1_2025-10-26_00-30-01.jpg,17,Elevado,15.4,No,0.0,No laborable,Noche
Madrid,Alcalá - Velázquez,2025-10-26,1900-01-01 00:30:00,D:\UE\2025-2026\Primer Cuatri\Proyecto Comp I\imagenesTrafico\Alcal__-_Vel_zquez_2025-10-26_00-30-01.jpg,6,Medio,15.4,No,0.0,No laborable,Noche
